type,sharpening,windowSize,neighbourhood,buckets,histnormalise,k-nearest,auc,precision,recall
moran,direct,5,grid,150,row,2,0.518796992481203,0.3,0.26785714285714285
moran,direct,5,grid,150,row,3,0.569078947368421,0.45161290322580644,0.25
moran,direct,5,grid,150,row,4,0.5723684210526316,0.4666666666666667,0.25
moran,direct,5,grid,150,row,5,0.5343045112781956,0.391304347826087,0.16071428571428573
moran,direct,5,grid,150,row,6,0.5441729323308271,0.45,0.16071428571428573
moran,direct,5,euclidean,30,none,2,0.5690789473684211,0.3684210526315789,0.375
moran,direct,5,euclidean,30,none,3,0.611842105263158,0.4772727272727273,0.375
moran,direct,5,euclidean,30,none,4,0.6029135338345866,0.46511627906976744,0.35714285714285715
moran,direct,5,euclidean,30,none,5,0.6071428571428571,0.5,0.3392857142857143
moran,direct,5,euclidean,30,none,6,0.5869360902255638,0.48484848484848486,0.2857142857142857
moran,direct,5,euclidean,60,none,2,0.5629699248120301,0.38636363636363635,0.30357142857142855
moran,direct,5,euclidean,60,none,3,0.5399436090225564,0.4,0.17857142857142858
moran,direct,5,euclidean,60,none,4,0.5488721804511277,0.4230769230769231,0.19642857142857142
moran,direct,5,euclidean,60,none,5,0.5319548872180451,0.4,0.14285714285714285
moran,direct,5,euclidean,60,none,6,0.5474624060150377,0.47368421052631576,0.16071428571428573
moran,direct,5,euclidean,90,none,2,0.5953947368421052,0.42857142857142855,0.375
moran,direct,5,euclidean,90,none,3,0.5643796992481203,0.48,0.21428571428571427
moran,direct,5,euclidean,90,none,4,0.5789473684210527,0.5,0.25
moran,direct,5,euclidean,90,none,5,0.5587406015037594,0.4782608695652174,0.19642857142857142
moran,direct,5,euclidean,90,none,6,0.5563909774436091,0.5,0.17857142857142858
moran,direct,5,euclidean,120,none,2,0.5474624060150375,0.35555555555555557,0.2857142857142857
moran,direct,5,euclidean,120,none,3,0.543233082706767,0.4166666666666667,0.17857142857142858
moran,direct,5,euclidean,120,none,4,0.5610902255639098,0.46153846153846156,0.21428571428571427
moran,direct,5,euclidean,120,none,5,0.5653195488721805,0.5238095238095238,0.19642857142857142
moran,direct,5,euclidean,120,none,6,0.5507518796992482,0.5,0.16071428571428573
moran,direct,5,euclidean,150,none,2,0.5328947368421052,0.3333333333333333,0.25
moran,direct,5,euclidean,150,none,3,0.5563909774436091,0.5,0.17857142857142858
moran,direct,5,euclidean,150,none,4,0.5643796992481203,0.48,0.21428571428571427
moran,direct,5,euclidean,150,none,5,0.5709586466165413,0.5217391304347826,0.21428571428571427
moran,direct,5,euclidean,150,none,6,0.5507518796992482,0.5,0.16071428571428573
moran,direct,5,euclidean,30,row,2,0.5634398496240602,0.36363636363636365,0.35714285714285715
moran,direct,5,euclidean,30,row,3,0.6019736842105263,0.44680851063829785,0.375
moran,direct,5,euclidean,30,row,4,0.5930451127819549,0.43478260869565216,0.35714285714285715
moran,direct,5,euclidean,30,row,5,0.5728383458646616,0.4146341463414634,0.30357142857142855
moran,direct,5,euclidean,30,row,6,0.5747180451127819,0.45454545454545453,0.26785714285714285
moran,direct,5,euclidean,60,row,2,0.5531015037593985,0.3617021276595745,0.30357142857142855
moran,direct,5,euclidean,60,row,3,0.5422932330827068,0.39285714285714285,0.19642857142857142
moran,direct,5,euclidean,60,row,4,0.5578007518796992,0.4444444444444444,0.21428571428571427
moran,direct,5,euclidean,60,row,5,0.5465225563909775,0.43478260869565216,0.17857142857142858
moran,direct,5,euclidean,60,row,6,0.5375939849624061,0.4090909090909091,0.16071428571428573
moran,direct,5,euclidean,90,row,2,0.5775375939849624,0.40425531914893614,0.3392857142857143
moran,direct,5,euclidean,90,row,3,0.5399436090225564,0.4,0.17857142857142858
moran,direct,5,euclidean,90,row,4,0.5578007518796992,0.4444444444444444,0.21428571428571427
moran,direct,5,euclidean,90,row,5,0.5310150375939849,0.375,0.16071428571428573
moran,direct,5,euclidean,90,row,6,0.5352443609022556,0.42105263157894735,0.14285714285714285
moran,direct,5,euclidean,120,row,2,0.5328947368421052,0.3333333333333333,0.25
moran,direct,5,euclidean,120,row,3,0.5587406015037594,0.4782608695652174,0.19642857142857142
moran,direct,5,euclidean,120,row,4,0.5220864661654135,0.34782608695652173,0.14285714285714285
moran,direct,5,euclidean,120,row,5,0.5563909774436091,0.5,0.17857142857142858
moran,direct,5,euclidean,120,row,6,0.5408834586466166,0.42857142857142855,0.16071428571428573
moran,direct,5,euclidean,150,row,2,0.5573308270676691,0.38095238095238093,0.2857142857142857
moran,direct,5,euclidean,150,row,3,0.5474624060150377,0.47368421052631576,0.16071428571428573
moran,direct,5,euclidean,150,row,4,0.5620300751879699,0.5,0.19642857142857142
moran,direct,5,euclidean,150,row,5,0.5620300751879699,0.5,0.19642857142857142
moran,direct,5,euclidean,150,row,6,0.5385338345864662,0.4444444444444444,0.14285714285714285
moran,direct,7,grid,30,none,2,0.5902255639097744,0.39655172413793105,0.4107142857142857
moran,direct,7,grid,30,none,3,0.5859962406015038,0.4594594594594595,0.30357142857142855
moran,direct,7,grid,30,none,4,0.5925751879699248,0.4857142857142857,0.30357142857142855
moran,direct,7,grid,30,none,5,0.5723684210526316,0.4666666666666667,0.25
moran,direct,7,grid,30,none,6,0.5822368421052632,0.5185185185185185,0.25
moran,direct,7,grid,60,none,2,0.5775375939849624,0.40425531914893614,0.3392857142857143
